id,title,release_date,genres,year
91063,It's a Bikini World,4/14/1967,['Comedy'],1967
116340,Dead Man's Burden,6/15/2012,"['Drama', 'Western']",2012
173210,Downloaded,6/20/2013,['Documentary'],2013
157115,Jug Face,8/9/2013,"['Horror', 'Thriller', 'Drama']",2013
181649,Chu Chin Chow,5/1/1934,"['Music', 'Fantasy', 'Romance']",1934
199327,Gagarin: First in Space,6/5/2013,"['Drama', 'History']",2013
126523,Taming of the Fire,4/12/1972,"['Drama', 'History']",1972
205321,Sharknado,7/11/2013,"['TV Movie', 'Horror']",2013
106848,Hamlet,5/25/1980,['Drama'],1980
61330,Please Remove Your Shoes,7/1/2010,['Documentary'],2010
178946,Craig Ferguson: I'm Here to Help,3/14/2013,['Comedy'],2013
60824,Lune Froide,5/22/1991,[],1991
111969,Stuck in Love,9/9/2012,"['Drama', 'Comedy']",2012
30963,Class Act,6/5/1992,"['Comedy', 'Drama']",1992
61198,How to Live Forever,5/13/2011,['Documentary'],2011
404211,ATF,9/6/1999,"['Action', 'Crime', 'Drama']",1999
24646,Den ofrivillige golfaren,12/25/1991,['Comedy'],1991
5898,Brain Dead,1/16/1990,"['Horror', 'Action', 'Thriller', 'Science Fiction']",1990
157354,Fruitvale Station,7/25/2013,['Drama'],2013
173914,Sēņotāji,3/7/2013,[],2013
116432,A Limousine the Colour of Midsummer's Eve,7/12/1981,"['Drama', 'Comedy']",1981
247749,Apple in the River,1/3/1974,"['Romance', 'Drama']",1974
64519,Making a Killing: The Untold Story of Psychotropic Drugging,10/24/2008,['Documentary'],2008
101609,Pax Americana and the Weaponization of Space,11/12/2009,['Documentary'],2009
132939,Arizona Raiders,8/1/1965,['Western'],1965
206324,Bhaag Milkha Bhaag,7/12/2013,"['History', 'Action', 'Drama']",2013
206851,D-Day,7/19/2013,"['Action', 'Thriller']",2013
29345,The Terror Within,1/20/1989,"['Horror', 'Science Fiction']",1989
133339,The Surgeon,1/13/1995,"['Horror', 'Science Fiction']",1995
149085,Tai Chi Hero,10/25/2012,"['Action', 'Adventure']",2012
30183,Zombies on Broadway,5/1/1945,['Comedy'],1945
49524,R.I.P.D.,7/18/2013,"['Fantasy', 'Action', 'Comedy', 'Crime']",2013
41180,The Client List,7/19/2010,['Drama'],2010
183011,Justice League: The Flashpoint Paradox,7/28/2013,"['Fantasy', 'Science Fiction', 'Animation', 'Action', 'Adventure']",2013
62441,United,1/2/2011,"['Drama', 'History']",2011
197602,Death Is a Woman,2/1/1966,"['Drama', 'Mystery']",1966
182127,Ip Man: The Final Fight,3/22/2013,"['Action', 'Drama']",2013
199420,Pawn Shop Chronicles,7/12/2013,"['Action', 'Comedy']",2013
77663,Killing Season,7/12/2013,"['Action', 'Thriller']",2013
129507,Joker,8/31/2012,"['Comedy', 'Foreign']",2012
260156,Gitmo,11/4/2005,[],2005
100287,My Avatar and Me,11/10/2010,"['Documentary', 'Science Fiction']",2010
77173,The Blood Beast Terror,2/1/1968,"['Horror', 'Mystery', 'Science Fiction']",1968
119928,Othello,10/4/1981,[],1981
179111,A Field in England,7/5/2013,"['Drama', 'History', 'Thriller']",2013
138843,The Conjuring,7/18/2013,"['Horror', 'Thriller']",2013
28698,Everything,10/8/2004,"['Drama', 'Mystery']",2004
31122,The Starfighters,1/1/1964,[],1964
54320,Love,2/2/2011,"['Drama', 'Science Fiction']",2011
51481,Mean Girls 2,1/23/2011,['Comedy'],2011
178809,The Colony,4/12/2013,"['Action', 'Science Fiction', 'Horror']",2013
79699,A Warrior's Heart,12/2/2011,"['Action', 'Drama', 'Family']",2011
23431,An Angel Named Billy,1/11/2007,['Drama'],2007
172847,Scenic Route,8/23/2013,"['Drama', 'Thriller']",2013
39308,Slave Girls,2/25/1967,"['Adventure', 'Fantasy']",1967
43980,"Bashu, the Little Stranger",1/1/1989,"['Drama', 'Family', 'Foreign']",1989
5646,Wild Gals of the Naked West,5/9/1962,"['Comedy', 'Western']",1962
209204,The Cheshire Murders,7/22/2013,['Documentary'],2013
103173,Dragon Age: Dawn of the Seeker,2/11/2012,"['Fantasy', 'Animation']",2012
87245,The Damned,9/19/1947,"['Drama', 'War']",1947
174322,Gasland Part II,4/20/2013,['Documentary'],2013
216755,The Human Behavior Experiments,5/30/2006,['Documentary'],2006
77950,Turbo,7/11/2013,"['Animation', 'Family']",2013
42871,Gunman's Walk,7/1/1958,['Western'],1958
173980,The Devil's in the Details,3/6/2013,['Thriller'],2013
76170,The Wolverine,7/23/2013,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",2013
191231,Sol,4/18/2012,['Science Fiction'],2012
17303,The Devil Dared Me To,10/11/2007,"['Action', 'Comedy']",2007
192990,Sky West and Crooked,8/31/1965,"['Drama', 'Romance']",1965
81581,Make Believe,5/13/2011,"['Documentary', 'Family']",2011
159344,Gold,2/9/2013,"['Adventure', 'Drama', 'Western']",2013
75878,Sacrificio: Who Betrayed Che Guevara,1/17/2001,['Documentary'],2001
23368,Let's Make Money,10/30/2008,['Documentary'],2008
47089,The Middle of the World,9/12/2003,"['Drama', 'Foreign']",2003
159138,The Crash Reel,6/10/2013,['Documentary'],2013
172533,Drinking Buddies,8/23/2013,"['Romance', 'Drama']",2013
123261,90 Minutes,9/21/2012,['Drama'],2012
159092,Hell Baby,9/6/2013,"['Comedy', 'Horror']",2013
146216,RED 2,7/18/2013,"['Action', 'Comedy', 'Crime', 'Thriller']",2013
59558,Miami Connection,8/18/1987,"['Action', 'Crime']",1987
177221,The Battery,10/13/2012,"['Drama', 'Horror']",2012
198062,Coffee Town,7/9/2013,['Comedy'],2013
19593,The Death of the Incredible Hulk,2/18/1990,"['Action', 'Drama', 'Science Fiction']",1990
47404,"Nick Carter, Master Detective",12/15/1939,"['Crime', 'Mystery', 'Drama']",1939
180948,Vehicle 19,3/7/2013,['Thriller'],2013
120393,To Get to Heaven First You Have to Die,10/4/2006,['Drama'],2006
284231,Tinpis Run,9/6/1991,['Comedy'],1991
66753,Out of Life,5/15/1991,['Drama'],1991
46729,Fetching Cody,10/1/2005,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']",2005
115046,Black & White & Sex,1/27/2012,['Drama'],2012
62843,Witchhammer,1/23/1970,"['Drama', 'Thriller', 'Foreign']",1970
117209,Whisper of Sin,3/2/2007,['Drama'],2007
144570,Forest of the Gods,9/23/2005,['Drama'],2005
76043,RFK Must Die The Assassination Of Bobby Kennedy,11/20/2007,['Documentary'],2007
165213,New World,2/21/2013,['Thriller'],2013
188468,Page Miss Glory,9/7/1935,"['Comedy', 'Music', 'Romance']",1935
58291,The Battle for Marjah,1/1/2010,['Documentary'],2010
79850,Holidays by the Sea,6/29/2011,['Comedy'],2011
192126,Revenge for Jolly!,7/17/2012,"['Comedy', 'Drama']",2012
160139,Night Train to Lisbon,3/7/2013,"['Mystery', 'Romance', 'Thriller']",2013
117856,Bigfoot,6/30/2012,"['Horror', 'Science Fiction', 'Adventure']",2012
65435,Consuming Kids: The Commercialization of Childhood,12/31/2007,['Documentary'],2007
27957,The Breath,10/15/2009,"['Action', 'Adventure', 'Drama', 'History', 'War']",2009
83566,Iran Is Not the Problem,7/28/2008,"['Documentary', 'War']",2008
173938,Mighty Uke,1/11/2011,"['Documentary', 'Music']",2011
138308,The Hard Man,12/1/1957,['Western'],1957
136400,2 Guns,8/2/2013,"['Action', 'Comedy', 'Crime']",2013
127905,First Comes Love,5/13/2013,['Documentary'],2013
125164,Rafa,5/10/2012,"['Crime', 'Drama', 'Family']",2012
77728,Giorgino,10/5/1994,['Drama'],1994
17275,The All Together,1/1/2007,['Comedy'],2007
238748,Aloha Summer,2/26/1988,"['Comedy', 'Drama']",1988
74310,Hell and Back Again,10/4/2011,['Documentary'],2011
151743,Lost in Thailand,12/12/2012,['Comedy'],2012
168138,The Last Days,3/27/2013,"['Science Fiction', 'Adventure', 'Thriller']",2013
157016,Our Nixon,1/23/2013,['Documentary'],2013
85984,Off the Menu: The Last Days of Chasen's,6/19/1998,['Documentary'],1998
89325,Darling Companion,4/20/2012,"['Drama', 'Romance']",2012
160588,Blue Jasmine,7/25/2013,"['Comedy', 'Drama']",2013
153738,Frankenstein's Army,1/24/2013,"['Action', 'Horror']",2013
179144,The Great Beauty,5/21/2013,"['Comedy', 'Drama']",2013
31354,Whatever You Say,12/17/2002,"['Drama', 'Comedy', 'Thriller', 'Crime', 'Foreign']",2002
28173,Troma's War,12/9/1988,"['Comedy', 'Horror', 'Action']",1988
102867,Only the Young,5/1/2012,"['Romance', 'Documentary', 'Comedy']",2012
109729,The Canyons,7/29/2013,"['Thriller', 'Drama']",2013
26622,Always Outnumbered,3/21/1998,"['Drama', 'TV Movie']",1998
77664,And You Thought Your Parents Were Weird!,11/15/1991,"['Family', 'Science Fiction']",1991
205798,Another Chance,11/23/1989,[],1989
43167,Andy Hardy's Double Life,12/1/1942,"['Comedy', 'Family', 'Romance']",1942
11144,They Called Him Bulldozer,9/15/1978,"['Action', 'Comedy']",1978
11614,Bomber,8/5/1982,"['Action', 'Comedy', 'Drama']",1982
58447,Three Giant Men,1/1/1973,['Action'],1973
211587,Blood Shot,8/1/2013,"['Action', 'Comedy', 'Horror']",2013
244447,Another Face,12/20/1935,"['Comedy', 'Drama']",1935
22924,Armored Car Robbery,6/8/1950,['Crime'],1950
205005,Fred & Vinnie,1/1/2011,[],2011
121831,"Love, Marilyn",9/12/2012,['Documentary'],2012
191619,Beneath,7/19/2013,"['Horror', 'Thriller']",2013
44796,Arena,3/29/1989,"['Horror', 'Science Fiction']",1989
19154,The Second Arrival,11/6/1998,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1998
50277,Two Guys Talkin' About Girls,1/1/1995,"['Comedy', 'Drama', 'Romance']",1995
26450,Phantom of the Megaplex,11/10/2000,"['Action', 'Comedy', 'Family', 'Mystery']",2000
77645,The Redhead from Wyoming,1/8/1953,"['Action', 'Romance', 'Western']",1953
149856,Baby on Board,12/28/1992,[],1992
83040,Battle for Brooklyn,6/17/2011,"['Documentary', 'Drama']",2011
102234,Vares - The Path Of The Righteous Men,1/6/2012,"['Action', 'Crime']",2012
189242,Alcan Highway,4/19/2013,['Documentary'],2013
185574,Louis C.K.: Oh My God,4/13/2013,['Comedy'],2013
4548,The Count of Monte Cristo,9/7/1998,['Drama'],1998
76285,Percy Jackson: Sea of Monsters,8/7/2013,"['Adventure', 'Family', 'Fantasy']",2013
77931,The Smurfs 2,7/30/2013,"['Fantasy', 'Family', 'Comedy', 'Animation']",2013
177699,Alan Partridge: Alpha Papa,7/24/2013,['Comedy'],2013
23535,Class of 1999,5/11/1990,"['Science Fiction', 'Thriller']",1990
158743,Computer Chess,7/17/2013,['Comedy'],2013
58218,The Devil's Nightmare,6/6/1971,"['Horror', 'Fantasy']",1971
121791,The Attack,9/1/2012,['Drama'],2012
201676,My Little Pony: Equestria Girls,6/15/2013,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",2013
30143,Lupin the Third: The Secret of Mamo,12/16/1978,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime']",1978
89345,Bloody Murder,9/12/2000,"['Horror', 'Drama', 'Thriller']",2000
205985,Miss You Can Do It,6/24/2013,"['Documentary', 'Family', 'Drama']",2013
293198,The Road to Brown,1/1/1989,[],1989
241340,The Forsyte Saga,1/1/1967,[],1967
147276,Jay and Silent Bob Go Down Under,11/30/2012,['Comedy'],2012
42502,The Brute,2/5/1953,"['Drama', 'Romance']",1953
76544,Man of Tai Chi,7/4/2013,"['Action', 'Drama']",2013
38120,Zombies of Mora Tau,3/1/1957,"['Adventure', 'Fantasy', 'Horror']",1957
36089,The Giant Claw,6/1/1957,"['Horror', 'Science Fiction']",1957
113148,Prince Avalanche,2/13/2013,"['Comedy', 'Drama']",2013
44545,The Werewolf,7/1/1956,"['Horror', 'Science Fiction']",1956
21683,Batman: Mystery of the Batwoman,10/21/2003,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction', 'Family']",2003
65291,Green Lantern: Emerald Knights,4/9/2011,"['Action', 'Adventure', 'Animation', 'Science Fiction']",2011
35919,Creature with the Atom Brain,7/1/1955,"['Crime', 'Horror', 'Science Fiction', 'Thriller']",1955
39027,Kickboxer 3: The Art of War,6/11/1992,"['Action', 'Thriller']",1992
212994,From One Second to the Next,8/7/2013,['Documentary'],2013
50346,Kickboxer 4: The Agresor,7/27/1994,"['Drama', 'Action', 'Thriller', 'Romance']",1994
61954,Class of 1999 II - The Substitute,3/29/1994,"['Action', 'Science Fiction']",1994
138832,We're the Millers,8/7/2013,"['Comedy', 'Crime']",2013
157862,Growing Pains,11/11/1984,['Comedy'],1984
39957,Burning Bright,5/2/2012,"['Drama', 'Horror', 'Thriller']",2012
109418,Grown Ups 2,7/11/2013,['Comedy'],2013
211830,DEFCON: The Documentary,8/1/2013,['Documentary'],2013
212927,Jamie and Jessie Are Not Together,6/18/2011,"['Comedy', 'Romance']",2011
110410,Drug War,11/15/2012,"['Action', 'Drama', 'Crime']",2012
18851,The Cat and the Canary,11/10/1939,"['Comedy', 'Horror', 'Mystery', 'Thriller']",1939
259808,Criminal Justice,9/8/1990,"['TV Movie', 'Drama']",1990
97008,Farmageddon,7/8/2011,['Documentary'],2011
59859,Kick-Ass 2,7/17/2013,"['Action', 'Adventure', 'Crime']",2013
87421,Riddick,9/2/2013,"['Science Fiction', 'Action', 'Thriller']",2013
151960,Planes,8/9/2013,"['Animation', 'Family', 'Adventure', 'Comedy']",2013
54266,"Fight, Zatôichi, Fight",10/17/1964,"['Adventure', 'Action', 'Drama']",1964
59589,Mr. Moto in Danger Island,4/7/1939,"['Crime', 'Drama', 'Mystery', 'Thriller']",1939
155751,A Family Affair,3/12/1937,"['Comedy', 'Family']",1937
37312,Killer at Large,11/21/2008,['Documentary'],2008
59735,Cameron's Closet,12/2/1988,['Horror'],1988
158999,Blackfish,6/7/2013,['Documentary'],2013
115348,Paranoia,8/14/2013,"['Drama', 'Thriller']",2013
124091,The Legend of Kaspar Hauser,1/30/2012,"['Comedy', 'Drama']",2012
27003,The Black Room,7/15/1935,"['Crime', 'Horror']",1935
149870,The Wind Rises,7/20/2013,['Animation'],2013
24631,"Maria, ihm schmeckt's nicht!",8/5/2009,['Comedy'],2009
81780,A golpes,11/4/2005,['Drama'],2005
26158,Around the World Under the Sea,6/22/1966,"['Science Fiction', 'Adventure']",1966
198210,Evidence,7/19/2013,"['Horror', 'Thriller', 'Mystery']",2013
204128,Amorosa,3/14/1986,['Drama'],1986
115782,Jobs,8/16/2013,"['Drama', 'History']",2013
65958,The Supper,12/23/1992,"['Drama', 'History']",1992
215134,Moving the Mountain,9/15/1994,['Documentary'],1994
123553,The Mortal Instruments: City of Bones,8/21/2013,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']",2013
113362,Hitler's Children,11/21/2011,"['War', 'Documentary', 'History']",2011
98412,Flight of the Conchords: A Texan Odyssey,10/19/2006,"['Comedy', 'Documentary']",2006
47559,The First Grader,9/4/2010,"['Romance', 'Drama']",2010
154282,Touchy Feely,1/19/2013,['Drama'],2013
92506,Four Horsemen,3/14/2012,['Documentary'],2012
184020,It Happened in Saint-Tropez,1/13/2013,"['Comedy', 'Drama']",2013
72968,Vassilisa the Beautiful,5/13/1940,"['Family', 'Fantasy']",1940
132363,The Butler,8/16/2013,['Drama'],2013
157360,In a World...,8/9/2013,['Comedy'],2013
82473,Askari,12/1/2001,[],2001
54133,Madhouse,1/1/1981,['Horror'],1981
62755,Back Door to Hell,12/19/1964,"['Action', 'War', 'Drama']",1964
159622,Terms and Conditions May Apply,7/12/2013,['Documentary'],2013
174346,Alias Ruby Blade,11/16/2012,['Documentary'],2012
45109,Between Sheets,12/5/2008,['Romance'],2008
128133,Museum Hours,8/8/2012,['Drama'],2012
152748,Ain't Them Bodies Saints,7/3/2013,"['Crime', 'Drama', 'Romance', 'Western']",2013
133108,Money Matters,11/15/2011,['Drama'],2011
200063,Sunset Strip,3/16/2012,['Documentary'],2012
49542,Wartorn: 1861-2010,11/11/2010,['Documentary'],2010
35895,A Cry in the Night,8/17/1956,['Drama'],1956
122906,About Time,8/16/2013,"['Comedy', 'Drama', 'Science Fiction']",2013
83114,Tatsumi,9/15/2011,"['Animation', 'History']",2011
205022,Chennai Express,8/9/2013,"['Romance', 'Comedy', 'Action']",2013
98064,The Source Family,11/2/2011,"['Music', 'Documentary']",2011
15440,Cold Prey II,10/9/2008,"['Drama', 'Horror', 'Mystery', 'Thriller']",2008
56937,Cold Prey III,10/15/2010,['Horror'],2010
19029,When Nietzsche Wept,8/2/2007,"['Drama', 'Romance']",2007
30689,Four Flies on Grey Velvet,12/17/1971,"['Horror', 'Thriller']",1971
122088,Fill the Void,7/1/2012,['Drama'],2012
101179,Truth or Dare,8/5/2012,"['Horror', 'Thriller', 'Mystery']",2012
104880,Shadows of Liberty,4/27/2012,['Documentary'],2012
130055,Looking for Hortense,9/5/2012,"['Drama', 'Comedy']",2012
30061,Justice League: Crisis on Two Earths,2/23/2010,"['Action', 'Adventure', 'Animation']",2010
117924,Somewhere Between,8/24/2012,['Documentary'],2012
91690,The Snows of Kilimanjaro,11/16/2011,"['Comedy', 'Drama']",2011
98568,Enter Nowhere,10/22/2011,"['Mystery', 'Science Fiction', 'Thriller']",2011
109260,Journey to Portugal,6/16/2011,"['Romance', 'Drama']",2011
154019,Belarmino,11/18/1964,['Documentary'],1964
199373,The Frozen Ground,7/18/2013,"['Thriller', 'Crime']",2013
66608,Blubberella,7/29/2011,"['Horror', 'Action', 'Comedy', 'Foreign']",2011
116764,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,2/25/1972,"['Drama', 'Comedy']",1972
250155,The Marva Collins Story,12/1/1981,['Drama'],1981
83899,You're Next,9/10/2011,"['Horror', 'Thriller', 'Mystery']",2011
51166,La Parisienne,12/16/1957,['Comedy'],1957
107239,Brothers O'Toole,5/16/1973,"['Western', 'Comedy']",1973
42355,Taipei Exchanges,5/14/2010,['Drama'],2010
46891,Find Love,1/1/2006,['Romance'],2006
66148,The Late Mathias Pascal,2/12/1926,['Drama'],1926
96252,A Date with Judy,7/29/1948,"['Comedy', 'Music']",1948
77123,A Royal Scandal,3/26/1945,"['Comedy', 'Drama']",1945
107231,A Ticklish Affair,8/18/1963,"['Romance', 'Comedy']",1963
83272,The Woman in the Septic Tank,8/3/2011,['Comedy'],2011
242920,The Glass House,2/4/1972,['Drama'],1972
167919,Confine,9/29/2012,['Thriller'],2012
136466,Sparrows Dance,8/23/2013,"['Drama', 'Comedy', 'Romance']",2013
26971,Mediterranean Food,2/6/2009,['Comedy'],2009
25756,Clownhouse,1/15/1989,['Horror'],1989
169209,Empire State,9/3/2013,"['Action', 'Drama']",2013
39005,The Crimson Permanent Assurance,1/1/1983,"['Action', 'Adventure', 'Comedy']",1983
217038,Dolly and Her Lover,2/1/1990,"['Crime', 'Comedy', 'Romance']",1990
140708,So It Goes,3/9/2012,[],2012
29231,The Immortals,10/5/1995,"['Action', 'Crime', 'Drama', 'Thriller']",1995
48319,Joyride,1/1/1997,"['Comedy', 'Drama', 'Thriller']",1997
21708,My Wife Is a Gangster 2,9/5/2003,"['Action', 'Comedy']",2003
129432,Queen of Montreuil,8/31/2012,"['Comedy', 'Foreign']",2012
138496,Crawlspace,5/1/2012,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",2012
122372,The Ghostmaker,8/1/2011,"['Horror', 'Science Fiction', 'Thriller']",2011
17886,Mutants,5/6/2009,"['Horror', 'Science Fiction']",2009
33028,Too Hot to Handle,9/16/1938,"['Comedy', 'Adventure', 'Romance', 'Drama']",1938
168496,Act of Love,12/17/1953,"['Drama', 'War', 'Romance']",1953
219956,Act Of Love,9/24/1980,[],1980
127651,The Seasoning House,8/21/2012,"['Horror', 'Thriller']",2012
202495,Polite People,3/31/2013,"['Comedy', 'Drama']",2013
32389,Logorama,1/1/2009,['Animation'],2009
43740,The Little Traitor,1/1/2009,['Drama'],2009
33196,Tidal Wave,6/6/2009,"['Action', 'Adventure', 'Drama', 'Thriller']",2009
198342,Family Band: The Cowsills Story,8/10/2011,"['Documentary', 'Family']",2011
180318,The Chicago 8,6/4/2011,['Drama'],2011
159167,The World According to Dick Cheney,1/18/2013,[],2013
169758,The Stranger Within,5/1/2013,"['Thriller', 'Mystery']",2013
176720,Something Real and Good,3/5/2013,['Drama'],2013
2911,The Last Drop,5/23/2005,"['Action', 'Crime', 'History', 'War']",2005
16921,Autopsy,8/24/2008,"['Horror', 'Thriller']",2008
25172,Komodo,1/1/1999,"['Adventure', 'Horror', 'Thriller']",1999
129854,"Trust Us, This Is All Made Up",3/13/2009,['Documentary'],2009
218212,Apartment for Peggy,9/30/1948,['Drama'],1948
46525,Back from Eternity,9/7/1956,"['Adventure', 'Drama']",1956
90785,Back in Business,5/29/1997,['Action'],1997
111190,Adore,4/3/2013,['Drama'],2013
37845,French Roast,9/30/2008,['Animation'],2008
79628,TT3D: Closer to the Edge,4/22/2011,['Documentary'],2011
50674,The Lost Future,11/13/2010,['Adventure'],2010
136336,The Long Dark Hall,2/6/1951,"['Crime', 'Drama']",1951
174773,Sealed Cargo,5/19/1951,"['War', 'Drama']",1951
147129,Maria Bamford: The Special Special Special!,11/28/2012,['Comedy'],2012
176734,A Life of Her Own,9/1/1950,['Drama'],1950
